Time,X,Y,Vx,Vy,Ax,Ay
12.46,18.07655,-9.802787,3.999272,0.07630084,0.008487701,-0.421185
12.48,18.15653,-9.805184,3.999413,0.06853421,0.007021427,-0.3883317
12.5,18.23652,-9.807737,3.999529,0.06137671,0.005817413,-0.357875
12.52,18.31651,-9.810433,3.999625,0.05478087,0.004792213,-0.3297921
12.54,18.3965,-9.813262,3.999488,0.06396826,-0.006830692,0.4593698
12.56,18.47649,-9.815907,3.999579,0.05801614,0.004541874,-0.297606
12.58,18.55648,-9.81867,3.999425,0.0678343,-0.007724762,0.4909076
12.6,18.63647,-9.821238,3.998543,0.1079452,-0.0440836,2.005544
12.62,18.71644,-9.823003,3.997824,0.1319347,-0.03596544,1.199474
12.64,18.7964,-9.824288,3.996357,0.1706683,-0.07331371,1.936681
12.66,18.87633,-9.824799,3.99456,0.2085411,-0.08985996,1.89364
12.68,18.95622,-9.824552,3.992453,0.2455994,-0.1053691,1.852916
12.7,19.03607,-9.823564,3.989055,0.2957075,-0.169909,2.505405
12.72,19.11585,-9.821573,3.985049,0.3455154,-0.2002597,2.490395
12.74,19.19555,-9.818587,3.979208,0.4073099,-0.2920628,3.089726
12.76,19.27513,-9.814365,3.974126,0.4542308,-0.2541304,2.346043
12.78,19.35462,-9.809205,3.972141,0.4712743,-0.09925365,0.8521751
12.8,19.43406,-9.803703,3.971819,0.4739772,-0.01608133,0.1351476
12.82,19.5135,-9.798148,3.969689,0.491494,-0.1064777,0.8758366
12.84,19.59289,-9.792242,3.967484,0.5089941,-0.1102924,0.8750066
12.86,19.67224,-9.785986,3.966823,0.5141165,-0.03302097,0.2561212
12.88,19.75158,-9.779628,3.962542,0.5461323,-0.2140522,1.60079
12.9,19.83083,-9.772629,3.961815,0.5513802,-0.03633499,0.2623916
12.92,19.91006,-9.765525,3.961027,0.5570118,-0.03939867,0.2815843
12.94,19.98928,-9.758308,3.960465,0.5609925,-0.02809763,0.1990318
12.96,20.06849,-9.751013,3.961557,0.5532284,0.05459785,-0.3882021
12.98,20.14772,-9.743873,3.96255,0.5460755,0.04962683,-0.3576458
13,20.22697,-9.736876,3.963452,0.5394863,0.04512072,-0.3294587
13.02,20.30624,-9.73001,3.964273,0.5334182,0.04105568,-0.3034055
13.04,20.38553,-9.723266,3.965022,0.5278282,0.03740788,-0.2795041
13.06,20.46483,-9.716633,3.965703,0.5226805,0.03409386,-0.2573848
13.08,20.54414,-9.710103,3.966326,0.5179401,0.0311017,-0.2370179
13.1,20.62347,-9.703669,3.966893,0.5135764,0.02837181,-0.2181828
13.12,20.7028,-9.697321,3.967411,0.5095584,0.02589226,-0.2009004
13.14,20.78215,-9.691053,3.967885,0.5058583,0.02368689,-0.1850069
13.16,20.86151,-9.68486,3.968317,0.502452,0.02163649,-0.1703143
13.18,20.94088,-9.678735,3.970477,0.4850935,0.1079679,-0.8679271
13.2,21.02028,-9.672956,3.975755,0.4397375,0.2639413,-2.267799
13.22,21.0998,-9.668086,3.980409,0.3954022,0.2326846,-2.216765
13.24,21.17941,-9.664102,3.985726,0.3376208,0.2658486,-2.889069
13.26,21.25912,-9.661273,3.98798,0.3098571,0.1127124,-1.388188
13.28,21.33888,-9.658999,3.987851,0.3115142,-0.006449223,0.08285791
13.3,21.41864,-9.656693,3.987732,0.31304,-0.005960464,0.07628649
13.32,21.49839,-9.654357,3.987622,0.3144442,-0.005531311,0.07021427
13.34,21.57815,-9.651992,3.987519,0.315735,-0.005114079,0.06453991
13.36,21.6579,-9.649601,3.987425,0.3169239,-0.004708767,0.05944371
13.38,21.73764,-9.647186,3.987338,0.3180176,-0.004351139,0.05468279
13.4,21.81739,-9.64475,3.987258,0.3190236,-0.004017353,0.05030036
13.42,21.89713,-9.642293,3.987184,0.3199489,-0.003707409,0.04626811
13.44,21.97688,-9.639818,3.987115,0.3208016,-0.003421307,0.04263073
13.46,22.05662,-9.637326,3.987052,0.3215852,-0.003159046,0.03918111
13.48,22.13636,-9.634818,3.986994,0.3223054,-0.002908707,0.03601164
13.5,22.2161,-9.632296,3.98694,0.3229686,-0.002682209,0.03315955
13.52,22.29584,-9.62976,3.986891,0.3235786,-0.002467632,0.03050119
13.54,22.37558,-9.627213,3.986845,0.3241404,-0.002288818,0.02809018
13.56,22.45532,-9.624654,3.986803,0.3246572,-0.002110004,0.02583712
13.58,22.53505,-9.622085,3.986764,0.3251323,-0.00193119,0.02375543
13.6,22.61479,-9.619506,3.986728,0.3255693,-0.001788139,0.02184957
13.62,22.69452,-9.616919,3.986696,0.3259717,-0.001633167,0.02011955
13.64,22.77426,-9.614323,3.986665,0.3263405,-0.001513958,0.01844168
13.66,22.85399,-9.61172,3.986638,0.3266815,-0.001394749,0.0170514
13.68,22.93372,-9.609111,3.986612,0.3269946,-0.001275539,0.01565218
13.7,23.01346,-9.606495,3.986588,0.3272821,-0.001180172,0.01437813
13.72,23.09319,-9.603873,3.986567,0.3275471,-0.001096725,0.01324713
13.74,23.17292,-9.601246,3.986547,0.3277902,-0.0009894371,0.01215786
13.76,23.25265,-9.598614,3.986528,0.3280139,-0.0009298325,0.01118183
13.78,23.33238,-9.595978,3.986511,0.3282209,-0.000846386,0.01035184
13.8,23.41211,-9.593337,3.986495,0.3284102,-0.0007867813,0.009465218
13.82,23.49184,-9.590693,3.986481,0.3285842,-0.0007152557,0.008700788
13.84,23.57157,-9.588045,3.986468,0.3287453,-0.000667572,0.008055568
13.86,23.6513,-9.585394,3.986456,0.3288925,-0.0005960464,0.007356703
13.88,23.73103,-9.58274,3.986445,0.3290277,-0.0005602837,0.006763637
13.9,23.81076,-9.580083,3.986434,0.3291527,-0.0005125999,0.006248057
13.92,23.89049,-9.577424,3.986425,0.3292681,-0.0004768372,0.005768239
13.94,23.97021,-9.574762,3.986416,0.3293742,-0.0004410744,0.005306304
13.96,24.04994,-9.572099,3.986408,0.3294715,-0.0004053116,0.004863739
13.98,24.12967,-9.569433,3.986401,0.329561,-0.0003695488,0.004477799
14,24.2094,-9.566766,3.986394,0.329643,-0.000333786,0.004097819
14.02,24.28913,-9.564096,3.986387,0.3297179,-0.0003218651,0.003747642
14.04,24.36885,-9.561426,3.986382,0.3297881,-0.0002741814,0.003507733
14.06,24.44858,-9.558754,3.986377,0.3298509,-0.0002622604,0.003138185
14.08,24.52831,-9.556081,3.986372,0.3299103,-0.0002503395,0.002972782
14.1,24.60804,-9.553407,3.986367,0.329965,-0.0002264977,0.002732873
14.12,24.68776,-9.550732,3.986263,0.3312164,-0.005197525,0.06257296
14.14,24.76749,-9.548032,3.986262,0.3312348,-7.152557E-05,0.0009179115
14.16,24.84721,-9.545331,3.98626,0.3312505,-7.152557E-05,0.0007867813
14.18,24.92694,-9.54263,3.986259,0.3312661,-5.960464E-05,0.0007778406
14.2,25.00666,-9.539928,3.986258,0.3312791,-5.960464E-05,0.0006496906
14.22,25.08639,-9.537227,3.986257,0.3312919,-4.768372E-05,0.0006392598
14.24,25.16611,-9.534525,3.986256,0.3313033,-4.768372E-05,0.0005736947
14.26,25.24584,-9.531823,3.986255,0.3313146,-4.768372E-05,0.000564754
14.28,25.32557,-9.52912,3.986254,0.3313246,-3.576279E-05,0.000500679
14.3,25.40529,-9.526418,3.986254,0.3313335,-3.576279E-05,0.0004455447
14.32,25.48502,-9.523715,3.986253,0.3313419,-4.768372E-05,0.0004157424
14.34,25.56474,-9.521012,3.986252,0.3313502,-3.576279E-05,0.0004172325
14.36,25.64447,-9.51831,3.986252,0.3313572,-1.192093E-05,0.0003516674
14.38,25.72419,-9.515607,3.986251,0.3313643,-3.576279E-05,0.0003516674
14.4,25.80392,-9.512903,3.986251,0.3313698,-2.384186E-05,0.0002786517
14.42,25.88364,-9.5102,3.98625,0.3313754,-2.384186E-05,0.0002771616
14.44,25.96337,-9.507496,3.98625,0.3313808,-2.384186E-05,0.000269711
14.46,26.04309,-9.504792,3.986249,0.3313852,-1.192093E-05,0.0002220273
14.48,26.12282,-9.502089,3.986249,0.3313891,-2.384186E-05,0.0001937151
14.5,26.20254,-9.499385,3.986249,0.331393,-1.192093E-05,0.0001952052
14.52,26.28227,-9.496681,3.986248,0.3313971,-2.384186E-05,0.0002041459
14.54,26.36199,-9.493978,3.986248,0.3314006,-1.192093E-05,0.0001758337
14.56,26.44172,-9.491274,3.986248,0.3314045,-1.192093E-05,0.0001952052
14.58,26.52144,-9.48857,3.986248,0.331408,-1.192093E-05,0.0001758337
14.6,26.60117,-9.485866,3.986247,0.3314104,-1.192093E-05,0.0001192093
14.62,26.68089,-9.483161,3.986247,0.331413,-1.192093E-05,0.0001311302
14.64,26.76062,-9.480456,3.986247,0.3314139,-1.192093E-05,4.470348E-05
14.66,26.84035,-9.477752,3.986247,0.3314152,0,6.556511E-05
14.68,26.92007,-9.475047,3.986247,0.3314162,0,4.61936E-05
14.7,26.9998,-9.472342,3.986247,0.3314171,-1.192093E-05,4.61936E-05
14.72,27.07952,-9.469638,3.986247,0.331418,0,4.61936E-05
14.74,27.15925,-9.466933,3.986247,0.3314189,0,4.61936E-05
14.76,27.23897,-9.464229,3.986247,0.3314199,0,4.61936E-05
14.78,27.3187,-9.461524,3.986145,0.3326318,-0.005054474,0.06059706
14.8,27.39842,-9.458796,3.984795,0.3484419,-0.06754398,0.7905051
14.82,27.47812,-9.45575,3.983527,0.3626441,-0.06335974,0.7101089
14.84,27.55779,-9.452421,3.980835,0.3910919,-0.1346111,1.422389
14.86,27.6374,-9.448524,3.982495,0.3738057,0.08300543,-0.8643061
14.88,27.71705,-9.444971,3.987228,0.3193885,0.2366543,-2.720863
14.9,27.7968,-9.442508,3.98719,0.3198712,-0.00193119,0.02413541
14.92,27.87654,-9.440034,3.987154,0.3203135,-0.001764297,0.02211332
14.94,27.95628,-9.437551,3.987122,0.3207203,-0.001645088,0.02034456
14.96,28.03603,-9.435061,3.987091,0.3210955,-0.001513958,0.01875758
14.98,28.11577,-9.432564,3.987064,0.3214395,-0.001382828,0.01719892
15,28.19551,-9.430059,3.987038,0.3217564,-0.001275539,0.01584589
15.02,28.27525,-9.427548,3.987015,0.3220467,-0.001168251,0.01451522
15.04,28.35499,-9.425032,3.986993,0.3223145,-0.001084805,0.01339018
15.06,28.43473,-9.422509,3.986973,0.3225602,-0.001001358,0.01228303
15.08,28.51447,-9.419982,3.986955,0.3227868,-0.0009179115,0.01133084
15.1,28.59421,-9.41745,3.986938,0.3229935,-0.0008225441,0.01033843
15.12,28.67395,-9.414914,3.986923,0.323185,-0.0007867813,0.009571016
15.14,28.75368,-9.412374,3.986908,0.3233607,-0.0007152557,0.008788705
15.16,28.83342,-9.409831,3.986895,0.3235225,-0.0006437302,0.00808835
15.18,28.91316,-9.407285,3.986484,0.3285481,-0.02055168,0.2512813
15.2,28.99289,-9.404637,3.97929,0.4065143,-0.3597379,3.898309
15.22,29.07248,-9.400431,3.974001,0.4553193,-0.2644181,2.440251
15.24,29.15196,-9.395248,3.948044,0.6426114,-1.297867,9.364605
15.26,29.23092,-9.38632,3.918788,0.8019338,-1.46277,7.966116
15.28,29.30929,-9.374206,3.803644,1.237857,-5.757201,21.79615
15.3,29.38536,-9.353373,3.531809,1.877852,-13.59179,31.99975
15.32,29.456,-9.319739,3.20743,2.390062,-16.21895,25.61049
15.34,29.52015,-9.275862,2.614216,3.027519,-29.66068,31.87289
15.36,29.57671,-9.24532,2.099473,3.404734,-25.73713,18.86072
15.38,29.63172,-9.231875,1.794717,3.574771,-15.23784,8.501876
15.4,29.6805,-9.219615,1.699641,3.620942,-4.753763,2.308524
15.42,29.72509,-9.203836,1.633353,3.651323,-3.314418,1.519048
15.44,29.76274,-9.141307,1.701786,3.619934,3.42167,-1.56945
15.46,29.79678,-9.072832,1.774613,3.584794,3.641349,-1.757002
15.48,29.83227,-9.00506,1.839714,3.551824,3.25501,-1.648486
15.5,29.86906,-8.937947,1.916291,3.511101,3.828853,-2.036142
15.52,29.90739,-8.871649,1.976989,3.477286,3.034902,-1.690769
15.54,29.94693,-8.806027,2.041613,3.439741,3.231221,-1.877248
15.56,29.98776,-8.741157,2.100816,3.403906,2.960134,-1.791763
15.58,30.02978,-8.677003,2.154962,3.369887,2.707326,-1.70095
15.6,30.07288,-8.613529,2.204421,3.337744,2.472913,-1.607156
15.62,30.11697,-8.550698,2.24954,3.307502,2.255988,-1.512086
15.64,30.16196,-8.488472,2.274639,3.290292,1.254916,-0.8605003
15.66,30.20745,-8.42659,2.280613,3.286153,0.2987266,-0.2069235
15.68,30.25306,-8.364791,2.284288,3.2836,0.1837611,-0.1276851
15.7,30.29875,-8.303043,2.240496,3.313635,-2.189624,1.501763
15.72,30.34356,-8.240695,2.176998,3.355694,-3.174889,2.102935
15.74,30.3871,-8.177505,2.147702,3.374519,-1.46482,0.9412646
15.76,30.43005,-8.113939,2.040698,3.440284,-5.350173,3.288233
15.78,30.47086,-8.049058,1.885814,3.527564,-7.744211,4.364002
15.8,30.50858,-7.98243,1.748499,3.597604,-6.86577,3.502011
15.82,30.54355,-7.914402,1.514223,3.702314,-11.7138,5.235517
15.84,30.57383,-7.84428,1.25637,3.79757,-12.89262,4.762769
15.86,30.59896,-7.772253,1.036794,3.863297,-10.97883,3.28635
15.88,30.6197,-7.698911,0.7337633,3.932123,-15.15151,3.441334
15.9,30.63437,-7.624193,0.4866928,3.970281,-12.35353,1.907885
15.92,30.64411,-7.548711,0.4305466,3.976761,-2.807312,0.3240228
15.94,30.65272,-7.4731,0.2448644,3.992498,-9.284106,0.786829
15.96,30.65762,-7.397174,0.03919646,3.999808,-10.2834,0.3655076
15.98,30.6584,-7.321102,-0.04412303,3.999757,-4.165975,-0.002574921
16,30.65752,-7.245031,-0.2650344,3.99121,-11.04557,-0.4273295
16.02,30.65222,-7.169131,-0.3383399,3.985665,-3.665274,-0.277245
16.04,30.64545,-7.093341,-0.4350559,3.97627,-4.835798,-0.4697323
16.06,30.63675,-7.01774,-0.4323848,3.976562,0.1335531,0.01456738
16.08,30.6281,-6.942132,-0.4810974,3.970963,-2.435629,-0.2799511
16.1,30.61848,-6.866637,-0.4620028,3.973229,0.9547263,0.1133323
16.12,30.60924,-6.791097,-0.41809,3.97809,2.195644,0.243032
16.14,30.60088,-6.715459,-0.4063568,3.979306,0.5866587,0.06078482
16.16,30.59275,-6.639797,-0.3745946,3.982421,1.588111,0.1557827
16.18,30.58526,-6.564072,-0.3930092,3.980646,-0.9207323,-0.08876324
16.2,30.5774,-6.488383,-0.3896591,3.980975,0.167504,0.0164628
16.22,30.5696,-6.412688,-0.3657817,3.98324,1.193872,0.1132488
16.24,30.56229,-6.336947,-0.3742197,3.982456,-0.421901,-0.03919601
16.26,30.5548,-6.261222,-0.332072,3.986192,2.107385,0.186789
16.28,30.54816,-6.185422,-0.07971117,3.999206,12.61804,0.6506681
16.3,30.54657,-6.109362,0.05490198,3.999623,6.730658,0.02088547
16.32,30.54767,-6.033293,0.0749627,3.999298,1.003036,-0.01628399
16.34,30.54917,-5.957232,0.09314813,3.998915,0.9092718,-0.01912117
16.36,30.55103,-5.881177,0.1096346,3.998497,0.8243229,-0.02089739
16.38,30.55322,-5.805131,0.1245541,3.99806,0.7459749,-0.02183914
16.4,30.55571,-5.729094,0.1380643,3.997617,0.6755095,-0.02218485
16.42,30.55848,-5.653066,0.1502892,3.997176,0.6112456,-0.02205372
16.44,30.56148,-5.577046,0.1613395,3.996745,0.5525135,-0.02154112
16.46,30.56471,-5.501036,0.1713245,3.996329,0.4992507,-0.02077818
16.48,30.56813,-5.425033,0.1803433,3.995933,0.4509427,-0.01983643
16.5,30.57174,-5.349039,0.02158859,3.999942,-7.937737,0.2004623
16.52,30.57217,-5.272964,-0.1567123,3.996929,-8.915044,-0.1506448
16.54,30.56904,-5.196949,-0.6464633,3.947415,-24.48755,-2.475703
16.56,30.55611,-5.121925,-0.8929055,3.899067,-12.32211,-2.417409
16.58,30.53825,-5.047868,-0.9736586,3.879689,-4.037654,-0.9688735
16.6,30.51878,-4.974198,-1.052397,3.859075,-3.93692,-1.030707
16.62,30.49773,-4.90094,-1.055799,3.858146,-0.1700819,-0.04646778
16.64,30.47661,-4.827702,-1.01216,3.869823,2.181941,0.5838752
16.66,30.45637,-4.754229,-0.9724892,3.879982,1.983532,0.5079627
16.68,30.43692,-4.680553,-0.9364784,3.888831,1.800537,0.4424453
16.7,30.41819,-4.606701,-0.9038054,3.896554,1.633653,0.3861427
16.72,30.40011,-4.532694,-0.8741993,3.903303,1.480302,0.3374457
16.74,30.38263,-4.458552,-0.8473859,3.909212,1.340672,0.2954245
16.76,30.36568,-4.384292,-0.8231126,3.914395,1.213664,0.2591491
16.78,30.34922,-4.309928,-0.801159,3.918947,1.097679,0.2276182
16.8,30.3332,-4.235473,-0.7813143,3.922951,0.9922385,0.2002239
16.82,30.31757,-4.160938,-0.7633746,3.926482,0.8969843,0.1765251
16.84,30.3023,-4.086333,-0.7471722,3.929597,0.8101165,0.1557589
16.86,30.28736,-4.011665,-0.7325442,3.93235,0.7313997,0.1376629
16.88,30.27271,-3.936942,-0.6929359,3.939523,1.980415,0.3586173
16.9,30.25885,-3.862075,-0.6511788,3.94664,2.087855,0.3558517
16.92,30.24582,-3.787066,-0.6121531,3.952881,1.951286,0.3120542
16.94,30.23358,-3.711933,-0.6059182,3.953842,0.3117472,0.04804134
16.96,30.22146,-3.63678,-0.5471826,3.962397,2.936778,0.4277706
16.98,30.21052,-3.561456,-0.4371719,3.976038,5.500535,0.682056
17,30.20177,-3.485859,-0.385227,3.981407,2.597247,0.2684355
17.02,30.19407,-3.410155,-0.03419198,3.999854,17.55175,0.9223461
17.04,30.19339,-3.334082,0.3847602,3.981452,20.94761,-0.920105
17.06,30.20108,-3.258377,0.6220928,3.951329,11.86663,-1.506138
17.08,30.21352,-3.183275,1.305405,3.780994,34.1656,-8.516729
17.1,30.23963,-3.111579,1.926127,3.505715,31.0361,-13.76399
17.12,30.27815,-3.045388,2.00982,3.458414,4.184658,-2.365053
17.14,30.31835,-2.980144,2.33095,3.250642,16.0565,-10.38859
17.16,30.36497,-2.919055,2.468152,3.147734,6.860089,-5.145407
17.18,30.41433,-2.860025,2.555285,3.077421,4.356658,-3.515625
17.2,30.46544,-2.8024,2.638173,3.006667,4.144394,-3.537726
17.22,30.5182,-2.746191,2.691688,2.958853,2.675784,-2.390671
17.24,30.57203,-2.690938,2.720016,2.932834,1.416373,-1.300979
17.26,30.62643,-2.636205,2.737848,2.916194,0.891602,-0.8319616
17.28,30.68119,-2.581805,2.734158,2.919655,-0.1845002,0.1730084
17.3,30.73587,-2.527336,2.732782,2.920942,-0.06879568,0.06438494
17.32,30.79053,-2.472842,2.685268,2.964681,-2.375674,2.186918
17.34,30.84423,-2.417472,2.641059,3.004131,-2.21045,1.972532
17.36,30.89705,-2.361313,2.600035,3.039707,-2.05121,1.778781
17.38,30.94905,-2.304443,2.562073,3.071772,-1.898098,1.603234
17.4,31.0003,-2.246932,2.52702,3.100672,-1.752639,1.445019
17.42,31.05084,-2.188842,2.494729,3.126712,-1.614571,1.301992
17.44,31.10073,-2.130232,2.465027,3.150182,-1.485109,1.173484
17.46,31.15003,-2.071152,2.437757,3.171331,-1.363504,1.057482
17.48,31.19879,-2.01165,2.41276,3.190391,-1.24985,0.952971
17.5,31.22329,-2.032822,2.344842,3.240635,-3.395903,2.512228
17.52,31.24601,-2.043918,2.295017,3.27611,-2.491248,1.773763
17.54,31.26744,-2.048203,2.257417,3.302131,-1.880002,1.301026
17.56,31.28791,-2.049742,0,0,-112.8708,-165.1066
17.58,31.28791,-2.049742,0,0,0,0
17.6,31.28791,-2.049742,0,0,0,0
17.62,31.28791,-2.049742,0,0,0,0
17.64,31.28791,-2.049742,0,0,0,0
17.66,31.28791,-2.049742,0,0,0,0
17.68,31.28791,-2.049742,0,0,0,0
17.7,31.28791,-2.049742,0,0,0,0
17.72,31.28791,-2.049742,0,0,0,0
17.74,31.28791,-2.049742,0,0,0,0
17.76,31.28791,-2.049742,0,0,0,0
17.78,31.28791,-2.049742,0,0,0,0
17.8,31.28791,-2.049742,0,0,0,0
17.82,31.28791,-2.049742,0,0,0,0
17.84,31.28791,-2.049742,0,0,0,0
17.86,31.28791,-2.049742,0,0,0,0
17.88,31.28791,-2.049742,0,0,0,0
17.9,31.28791,-2.049742,0,0,0,0
17.92,31.28791,-2.049742,0,0,0,0
17.94,31.28791,-2.049742,0,0,0,0
17.96,31.28791,-2.049742,0,0,0,0
17.98,31.28791,-2.049742,0,0,0,0
18,31.28791,-2.049742,0,0,0,0
18.02,31.28791,-2.049742,0,0,0,0
18.04,31.28791,-2.049742,0,0,0,0
18.06,31.28791,-2.049742,0,0,0,0
18.08,31.28791,-2.049742,0,0,0,0
18.1,31.28791,-2.049742,0,0,0,0
18.12,31.28791,-2.049742,0,0,0,0
18.14,31.28791,-2.049742,0,0,0,0
18.16,31.28791,-2.049742,0,0,0,0
18.18,31.28791,-2.049742,0,0,0,0
18.2,31.28791,-2.049742,0,0,0,0
18.22,31.28791,-2.049742,0,0,0,0
18.24,31.28791,-2.049742,0,0,0,0
18.26,31.28791,-2.049742,0,0,0,0
18.28,31.28791,-2.049742,0,0,0,0
18.3,31.28791,-2.049742,0,0,0,0
18.32,31.28791,-2.049742,0,0,0,0
18.34,31.28791,-2.049742,0,0,0,0
18.36,31.28791,-2.049742,0,0,0,0
18.38,31.28791,-2.049742,0,0,0,0
18.4,31.28791,-2.049742,0,0,0,0
18.42,31.28791,-2.049742,0,0,0,0
18.44,31.28791,-2.049742,0,0,0,0
18.46,31.28791,-2.049742,0,0,0,0
18.48,31.28791,-2.049742,0,0,0,0
18.5,31.28791,-2.049742,0,0,0,0
18.52,31.28791,-2.049742,0,0,0,0
18.54,31.28791,-2.049742,0,0,0,0
18.56,31.28791,-2.049742,0,0,0,0
18.58,31.28791,-2.049742,0,0,0,0
18.6,31.28791,-2.049742,0,0,0,0
18.62,31.28791,-2.049742,0,0,0,0
18.64,31.28791,-2.049742,0,0,0,0
18.66,31.28791,-2.049742,0,0,0,0
18.68,31.28791,-2.049742,0,0,0,0
18.7,31.28791,-2.049742,0,0,0,0
18.72,31.28791,-2.049742,0,0,0,0
18.74,31.28791,-2.049742,0,0,0,0
18.76,31.28791,-2.049742,0,0,0,0
18.78,31.28791,-2.049742,0,0,0,0
18.8,31.28791,-2.049742,0,0,0,0
18.82,31.28791,-2.049742,0,0,0,0
18.84,31.28791,-2.049742,0,0,0,0
18.86,31.28791,-2.049742,0,0,0,0
18.88,31.28791,-2.049742,0,0,0,0
18.9,31.28791,-2.049742,0,0,0,0
18.92,31.28791,-2.049742,0,0,0,0
18.94,31.28791,-2.049742,0,0,0,0
18.96,31.28791,-2.049742,0,0,0,0
18.98,31.28791,-2.049742,0,0,0,0
19,31.28791,-2.049742,0,0,0,0
19.02,31.28791,-2.049742,0,0,0,0
19.04,31.28791,-2.049742,0,0,0,0
19.06,31.28791,-2.049742,0,0,0,0
19.08,31.28791,-2.049742,0,0,0,0
